accuracy,f1_score_metric,loss,precision,recall,val_accuracy,val_f1_score_metric,val_loss,val_precision,val_recall
0.890188992023468,0.8390186429023743,0.3326336741447449,0.9229248762130737,0.8406840562820435,0.7589098811149597,0.14819423854351044,0.6103958487510681,0.8427518606185913,0.7190775871276855
0.8766876459121704,0.8421752452850342,0.35044875741004944,0.9164208173751831,0.8388838768005371,0.8176100850105286,0.17223073542118073,0.580390453338623,0.8445945978164673,0.7861635088920593
0.8793879151344299,0.8334282636642456,0.3464658856391907,0.9147894382476807,0.8406840562820435,0.8280922174453735,0.15586215257644653,0.5529382228851318,0.8700980544090271,0.7442348003387451
0.8775877356529236,0.8242286443710327,0.34889140725135803,0.9069539904594421,0.8334833383560181,0.8406708836555481,0.17497654259204865,0.5477780699729919,0.8568282127380371,0.8155136108398438
0.8595859408378601,0.8248593807220459,0.3628470003604889,0.9041095972061157,0.8316831588745117,0.8364779949188232,0.17074687778949738,0.5607055425643921,0.8623024821281433,0.8008385896682739
0.8730872869491577,0.8493356108665466,0.3500046133995056,0.9083820581436157,0.8388838768005371,0.7651991844177246,0.14613762497901917,0.6453157067298889,0.8050458431243896,0.7358490824699402
0.8856885433197021,0.8321009278297424,0.33227792382240295,0.9096153974533081,0.8514851331710815,0.7568134069442749,0.14604686200618744,0.6386948823928833,0.7847533822059631,0.7337526082992554
0.8739873766899109,0.8432676792144775,0.34446340799331665,0.9046242833137512,0.8451845049858093,0.8406708836555481,0.15812866389751434,0.5609578490257263,0.8651960492134094,0.7400419116020203
0.8784878253936768,0.8371209502220154,0.3538723289966583,0.9075875282287598,0.8397839665412903,0.8134171962738037,0.17170102894306183,0.5913436412811279,0.8522727489471436,0.7861635088920593
0.8802880048751831,0.8518890738487244,0.3333223760128021,0.910404622554779,0.8505850434303284,0.8113207817077637,0.1577681452035904,0.5954274535179138,0.8474576473236084,0.7337526082992554
0.869486927986145,0.8309653401374817,0.35079115629196167,0.9037536382675171,0.8451845049858093,0.7211740016937256,0.1478133499622345,0.763177752494812,0.7455752491950989,0.7064989805221558
0.8811880946159363,0.8394622206687927,0.34452247619628906,0.903533935546875,0.8514851331710815,0.74842768907547,0.14912861585617065,0.7003281712532043,0.7831050157546997,0.7190775871276855
0.8739873766899109,0.8358981609344482,0.3389967978000641,0.9122806787490845,0.8424842357635498,0.8008385896682739,0.15322180092334747,0.6275755167007446,0.8436724543571472,0.7127882838249207
